Region,Area,EffortSeg,length,CruzNo,Yr,Mo,Da,Hr,Min,Lat,Long,'Ship,SightNo,distance,Angle,RadDist,TotSS,LnTotSS,Cue,Bino,SwellHght,RainFog,Glare,Closing,Beauf,Vis,SppMax,Mixed,NumEst,SP001,SP002,SP003,SP005,SP006,SP010,SP011,SP013,SP015,SP016,SP017,SP018,SP021,SP022,SP025,SP026,SP027,SP031,SP032,SP033,SP034,SP035,SP036,SP037,SP040,SP041,SP042,SP044,SP045,SP046,SP047,SP048,SP049,SP051,SP052,SP059,SP061,SP063,SP065,SP066,SP067,SP069,SP070,SP071,SP072,SP073,SP074,SP075,SP076,SP077,SP078,SP079,SP080,SP081,SP083,SP088,SP089,SP090,SP096,SP097,SP098,SP099,SP100,SP101,SP102,SP103,SP177,SP199,SP277,SP377,SP477,SP
HI-EEZ      , 2447635.,  607,       , 1621, 2002,    9,   25,   17,   20,   27.3263,  165.6195,  DSJ ,  188,  0.9787,  29,  2.0187,    4.638,  1.53421, 2, 4, 7.000, F, F, T,  4,  6,    177, F,  1,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    4.638,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  608,       , 1621, 2002,    9,   26,   14,   35,   26.1108,  163.4515,  DSJ ,  189,  3.7513,  38,  6.0931,   47.953,  3.87022, 2, 4, 5.000, F, F, T,  3,  6,    013, F,  4,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,   47.953,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
Off-Transect,       1.,  611,       , 1621, 2002,    9,   28,   15,   24,   23.0450,  158.8117,  DSJ ,  190,  1.0468,  55,  1.2779,   17.023,  2.83457, 3, 4, 5.000, F, F, T,  5,  6,    013, F,  4,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,   17.023,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
Off-Transect,       1.,  612,       , 1621, 2002,    9,   28,   18,   15,   22.6618,  158.6880,  DSJ ,  191,  2.1666,  40,  3.3706,    3.344,  1.20727, 3, 5, 5.000, F, F, T,  5,  6,    046, F,  3,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    3.344,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  615,       , 1621, 2002,   10,    7,   15,    8,   22.9340,  153.9993,  DSJ ,  193,  2.6467,  88,  2.6484,    4.490,  1.50195, 3, 4, 5.000, F, F, T,  4,  6,    377, F,  2,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    4.490,    0.000,
HI-EEZ      , 2447635.,  618,       , 1621, 2002,   10,   10,    9,   40,   24.7967,  158.0238,  DSJ ,  198,  6.3046,  52,  8.0006,    7.709,  2.04245, 6, 4, 4.000, F, F, T,  4,  6,    046, F,  6,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    7.709,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  618,       , 1621, 2002,   10,   10,   14,    2,   24.7947,  158.2742,  DSJ ,  199,  0.1897,  10,  1.0927,   40.256,  3.69527, 3, 4, 3.000, F, F, T,  4,  6,    036, T,  4,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    5.636,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,   34.621,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  618,       , 1621, 2002,   10,   10,   17,    9,   24.9275,  158.5567,  DSJ ,  200,  0.0407,   2,  1.1668,    5.185,  1.64579, 3, 4, 4.000, F, T, T,  4,  6,    013, F,  3,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    5.185,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  621,       , 1621, 2002,   10,   12,   15,   30,   25.7302,  165.3457,  DSJ ,  201,  6.3534,  68,  6.8524,   27.628,  3.31883, 6, 4, 4.000, F, F, T,  4,  6,    046, F,  6,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,   27.628,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  621,       , 1621, 2002,   10,   13,    7,    1,   26.0573,  166.6827,  DSJ ,  202,  1.1786,  45,  1.6668,   46.335,  3.83589, 3, 4, 3.000, F, F, T,  2,  6,    002, F,  5,    0.000,   46.335,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  621,       , 1621, 2002,   10,   13,    8,   46,   26.1308,  166.9640,  DSJ ,  203,  0.0952,   5,  1.0927,    2.319,  0.84107, 3, 4, 3.000, F, F, T,  1,  6,    048, F,  3,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    2.319,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  622,       , 1621, 2002,   10,   13,   16,   26,   26.4555,  168.3025,  DSJ ,  205,  4.0003,  30,  8.0006,  176.742,  5.17469, 3, 4, 4.000, F, F, T,  3,  6,    013, F,  4,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,  176.742,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  622,       , 1621, 2002,   10,   14,   11,   50,   27.0268,  170.7065,  DSJ ,  206,  0.9058,  20,  2.6484,   13.097,  2.57240, 2, 5, 7.000, F, F, T,  5,  5,    046, F,  7,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,   13.097,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  623,       , 1621, 2002,   10,   14,   14,   59,   27.0873,  170.9633,  DSJ ,  207,  0.9501,  20,  2.7780,    1.159,  0.14792, 2, 5, 7.000, F, F, T,  5,  5,    098, F,  2,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    1.159,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  623,       , 1621, 2002,   10,   15,    9,   58,   25.7787,  172.0585,  DSJ ,  209,  0.4108,   7,  3.3706,   16.310,  2.79180, 6, 4, 6.000, F, F, T,  3,  6,    036, F,  4,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,   16.310,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  623,       , 1621, 2002,   10,   15,   13,    4,   25.8767,  172.4245,  DSJ ,  210,  2.7611,  55,  3.3706,    1.159,  0.14792, 6, 5, 6.000, F, F, T,  2,  6,    046, F,  7,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    1.159,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  624,       , 1621, 2002,   10,   15,   17,   16,   25.9765,  172.8300,  DSJ ,  211,  0.6418,  25,  1.5186,   29.593,  3.38754, 2, 5, 6.000, F, T, T,  3,  6,    013, F,  6,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,   29.593,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  624,       , 1621, 2002,   10,   16,   11,   44,   25.5393,  174.3248,  DSJ ,  213,  0.3929,  45,  0.5556,    1.461,  0.37897, 3, 5, 3.000, F, T, T,  0,  6,    072, F,  3,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    1.461,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  624,       , 1621, 2002,   10,   16,   13,   41,   25.5265,  174.1223,  DSJ ,  215,  0.1063,   1,  6.0931,   27.365,  3.30928, 3, 4, 3.000, F, F, T,  0,  6,    021, F,  4,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,   27.365,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  624,       , 1621, 2002,   10,   16,   15,    4,   25.4695,  173.9725,  DSJ ,  216,  1.2031,  29,  2.4817,   16.540,  2.80576, 3, 4, 3.000, F, F, T,  1,  6,    015, F,  3,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,   16.540,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  624,       , 1621, 2002,   10,   17,    7,   26,   24.9628,  171.9580,  DSJ ,  217,  0.3180,  11,  1.6668,   25.006,  3.21911, 3, 4, 2.000, F, F, T,  0,  6,    046, F,  7,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,   25.006,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  625,       , 1621, 2002,   10,   17,   10,   38,   24.9820,  171.8457,  DSJ ,  219,  4.5617,  75,  4.7226,   14.531,  2.67632, 6, 4, 2.000, F, T, T,  0,  6,    036, F,  3,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,   14.531,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  625,       , 1621, 2002,   10,   17,   11,   47,   24.9208,  171.8103,  DSJ ,  220,  0.6748,   7,  5.5375,   16.386,  2.79640, 3, 4, 3.000, F, F, T,  0,  6,    046, F,  6,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,   16.386,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  625,       , 1621, 2002,   10,   17,   15,   55,   24.8033,  171.3038,  DSJ ,  221,  4.8432,  61,  5.5375,    1.159,  0.14792, 3, 4, 3.000, F, F, T,  1,  6,    046, F,  5,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    1.159,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  625,       , 1621, 2002,   10,   17,   17,   42,   24.7377,  171.0370,  DSJ ,  223,  1.7218,  67,  1.8705,    1.159,  0.14792, 3, 4, 3.000, F, F, T,  0,  6,    046, F,  3,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    1.159,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  625,       , 1621, 2002,   10,   17,   18,    8,   24.7127,  170.9873,  DSJ ,  224,  5.0156,  80,  5.0930,    2.654,  0.97622, 3, 4, 3.000, F, F, T,  0,  6,    072, F,  3,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    2.654,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  625,       , 1621, 2002,   10,   17,   18,   53,   24.6603,  170.9518,  DSJ ,  225,  2.4384,  36,  4.1485,    1.840,  0.61002, 3, 4, 3.000, F, F, T,  0,  6,    072, F,  3,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    1.840,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
HI-EEZ      , 2447635.,  625,       , 1621, 2002,   10,   18,    8,   37,   24.2992,  169.0897,  DSJ ,  226,  2.6480,  89,  2.6484,   19.376,  2.96405, 2, 4, 5.000, F, T, T,  3,  6,    013, F,  4,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,   19.376,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
